,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords
745,Virtual Touch Book: A Mixed-Reality Book for Inclusive Education,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_22,Juan MateuMaría José Lasala BelloXavier Alamán,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_22,Chapter,"virtual worlds ,tangible user interfaces ,inclusive education "
746,Posture Recognition Using Sensing Blocks,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_35,Yulong XiSeoungjae ChoKyhyun UmKyungeun Cho,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_35,Chapter,"Posture recognition ,Human-computer interface ,Pattern recognition ,Support vector machine "
747,"Towards Mobile Sensor-Aware Crowdsourcing: Architecture, Opportunities and Challenges",Database Systems for Advanced Applications,,,,10.1007/978-3-662-43984-5_31,Jiyin HeKai KunzeChristoph LofiSanjay K. MadriaStephan Sigg,2014,http://link.springer.com/chapter/10.1007/978-3-662-43984-5_31,Chapter,"Mobile platforms ,Sensor-enabled crowdsourcing ,Location-aware crowdsourcing "
748,A Reference Architecture Framework for Orchestration of Participants Systems in IT Ecosystems,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_123,Soojin ParkLee SeungminYoung B. Park,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_123,Chapter,"Orchestration ,Service level management ,IT ecosystem "
749,Two-Way Communications Through Firewalls Using QLM Messaging,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_64,Sylvain KublerManik MadhikermiAndrea BudaKary Främling,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_64,Chapter,"Internet of things ,Quantum lifecycle management ,Intelligent product ,Network security ,Piggy backing "
750,Increasing Performance via Gamification in a Volunteer-Based Evolutionary Computation System,Information Processing and Management of Uncertainty in Knowledge-Based Systems. Applications,,,,10.1007/978-3-319-91479-4_29,Mario García-ValdezJuan Julian Merelo GuervósLucero LaraPablo García-Sánchez,2018,http://link.springer.com/chapter/10.1007/978-3-319-91479-4_29,Chapter,"Distributed evolutionary algorithms ,Volunteer computing ,Socio-technical systems "
751,PICKT: A Solution for Big Data Analysis,Rough Sets and Knowledge Technology,,,,10.1007/978-3-319-25754-9_2,Tianrui LiChuan LuoHongmei ChenJunbo Zhang,2015,http://link.springer.com/chapter/10.1007/978-3-319-25754-9_2,Chapter,"Big data ,Rough set ,Granular computing ,Incremental learning "
752,CloudDSF – The Cloud Decision Support Framework for Application Migration,Service-Oriented and Cloud Computing,,,,10.1007/978-3-662-44879-3_1,Vasilios AndrikopoulosAlexander DarsowDimka KarastoyanovaFrank Leymann,2014,http://link.springer.com/chapter/10.1007/978-3-662-44879-3_1,Chapter,"Cloud Computing ,Decision Support System ,Cloud Service ,Decision Point ,Cloud Provider "
753,"Characteristic, Architecture, Technology, and Design Methodology of Cyber-Physical Systems",Industrial IoT Technologies and Applications,,,,10.1007/978-3-319-60753-5_25,Chao LiuFulong ChenJunru ZhuZiyang ZhangCheng ZhangChuanxin ZhaoTaochun Wang,2017,http://link.springer.com/chapter/10.1007/978-3-319-60753-5_25,Chapter,"Cyber-Physical systems ,Co-modeling ,Component ,Co-verification "
754,Is Cloud Self-organization Feasible?,Adaptive Resource Management and Scheduling for Cloud Computing,,,,10.1007/978-3-319-28448-4_9,Dan C. MarinescuJohn P. MorrisonAshkan Paya,2015,http://link.springer.com/chapter/10.1007/978-3-319-28448-4_9,Chapter,"Computer clouds ,Self-organization ,Over-provisioning ,Coalition formation ,Combinatorial auctions "
755,An Investigative Analysis of Quality of Service Metrics on OpenStack,Computational Science and Its Applications – ICCSA 2018,,,,10.1007/978-3-319-95162-1_23,Edna Dias CanedoÍtalo Paiva BatistaEmilie Trindade de MoraisAleteia Patricia Favacho de Araujo,2018,http://link.springer.com/chapter/10.1007/978-3-319-95162-1_23,Chapter,"Metrics ,Quality of service ,Infrastructure as a service ,Cloud computing ,OpenStack "
756,China-Finland EduCloud Platform Towards Innovative Education,Image and Video Technology,,,,10.1007/978-3-319-92753-4_14,Jiehan ZhouJukka RiekkiMätti HämäläinenPasi MattilaXinguo YuXiwei LiuWeishan Zhang,2018,http://link.springer.com/chapter/10.1007/978-3-319-92753-4_14,Chapter,"EduCloud ,Education technology ,Cloud-based education ,Cloud computing ,Innovation "
757,Enhancing Social Media with Pervasive Features,Social Computing and Social Media,,,,10.1007/978-3-319-07632-4_25,Ioanna RoussakiNikos KalatzisNicolas LiampotisEdel JenningsPavlos KosmidesMark RoddyLuca LamorteMiltiades Anagnostou,2014,http://link.springer.com/chapter/10.1007/978-3-319-07632-4_25,Chapter,"social networking ,pervasive computing ,pervasive communities ,enterprise social media "
758,Risk and Privacy Issues of Digital Oil Fields in the Cloud,"Global Security, Safety and Sustainability: Tomorrow's Challenges of Cyber Security",,,,10.1007/978-3-319-23276-8_25,Hamid JahankhaniNajib AltawellAli G. Hessami,2015,http://link.springer.com/chapter/10.1007/978-3-319-23276-8_25,Chapter,"Digital oil ,Cloud computing ,Risk "
759,Tools and Techniques for Applications in 5G Networks and Beyond,Distributed Computer and Communication Networks,,,,10.1007/978-3-319-99447-5_1,Tommi MikkonenYevgeni Koucheryavy,2018,http://link.springer.com/chapter/10.1007/978-3-319-99447-5_1,Chapter,"5G networks ,Programmable world ,Software architecture ,Edge computing ,Fog computing ,Isomorphic software systems "
760,A Distributed Data Mining System Framework for Mobile Internet Access Log Based on Hadoop,Transactions on Edutainment XI,,,,10.1007/978-3-662-48247-6_23,Yunliang JiangJiangang YangLiang TangYong LiuXiaoming ZhaoXiulan Hao,2015,http://link.springer.com/chapter/10.1007/978-3-662-48247-6_23,Chapter,"Cloud computing ,Hadoop ,Hive ,Datamine ,Mobile phone web log "
761,Accountability in Cloud Service Provision Ecosystems,Secure IT Systems,,,,10.1007/978-3-319-11599-3_1,Siani Pearson,2014,http://link.springer.com/chapter/10.1007/978-3-319-11599-3_1,Chapter,"Accountability ,cloud computing ,non-functional requirements ,security "
762,Cloud Community in Logistics e-Cluster,Intelligent Information and Database Systems,,,,10.1007/978-3-319-05458-2_51,Arkadiusz KawaMilena Ratajczak-Mrozek,2014,http://link.springer.com/chapter/10.1007/978-3-319-05458-2_51,Chapter,"cloud community ,e-cluster ,logistics service providers "
763,A Scalable Agent-Based Smart Environment for Edge-Based Urban IoT Systems,"Interoperability, Safety and Security in IoT",,,,10.1007/978-3-319-93797-7_7,Franco CicirelliGiancarlo FortinoAntonio GuerrieriGiandomenico SpezzanoAndrea Vinci,2018,http://link.springer.com/chapter/10.1007/978-3-319-93797-7_7,Chapter,"IoT ,Urban computing ,Smart environments ,Intelligent agents ,Edge computing "
764,An Approach to Continuous Pervasive Care of Remote Patients Based on Priority Based Assignment of Nurse,Computer Information Systems and Industrial Management,,,,10.1007/978-3-662-45237-0_31,Paramita SarkarDitipriya Sinha,2014,http://link.springer.com/chapter/10.1007/978-3-662-45237-0_31,Chapter,"pervasive ,context data ,fuzzy rules ,dynamicity ,wearable sensor ,hash key "
765,Creativity Support in Projection-Based Augmented Environments,Augmented and Virtual Reality,,,,10.1007/978-3-319-22888-4_13,Bruno SimõesFederico PrandiRaffaele De Amicis,2015,http://link.springer.com/chapter/10.1007/978-3-319-22888-4_13,Chapter,"Projection-based augmented environments ,Augmented reality ,Tangible user interface ,Handheld projectors "
766,Strengthening Convex Relaxations with Bound Tightening for Power Network Optimization,Principles and Practice of Constraint Programming,,,,10.1007/978-3-319-23219-5_4,Carleton CoffrinHassan L. HijaziPascal Van Hentenryck,2015,http://link.springer.com/chapter/10.1007/978-3-319-23219-5_4,Chapter,"Continuous constraint networks ,Minimal network ,Bound consistency ,Convex relaxation ,AC power flow ,QC relaxation ,AC optimal power flow "
767,Scheduling Real-Time Traffic in Underwater Acoustic Wireless Sensor Networks,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48799-1_19,Rodrigo SantosJavier OrozcoMatías MichelettoSergio F. OchoaRoc MeseguerPere MillanCarlos Molina,2016,http://link.springer.com/chapter/10.1007/978-3-319-48799-1_19,Chapter,"Underwater sensor networks ,Environmental monitoring "
768,Facing up Social Activity Recognition Using Smartphone Sensors,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_11,Pablo CurielIvan PretelAna B. Lago,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_11,Chapter,"Mobile sensing ,Multimodal sensors ,Environment recognition ,Activity recognition ,Context awareness "
769,Abstraction of Bit-Vector Operations for BDD-Based SMT Solvers,Theoretical Aspects of Computing – ICTAC 2018,,,,10.1007/978-3-030-02508-3_15,Martin JonášJan Strejček,2018,http://link.springer.com/chapter/10.1007/978-3-030-02508-3_15,Chapter,
770,Gamifying Social Media to Encourage Social Activities with Digital-Physical Hybrid Role-Playing,Social Computing and Social Media,,,,10.1007/978-3-319-07632-4_55,Mizuki SakamotoTatsuo Nakajima,2014,http://link.springer.com/chapter/10.1007/978-3-319-07632-4_55,Chapter,"Social Media ,Crowdfunding ,Crowdsourcing ,Fictional Expressions ,Sustainability ,Dramaturgy ,Digital-Physical Hybrid Role-Playing ,Gamification "
771,A Research Framework for the Smartphone-Based Contextual Study of Mobile Knowledge Work,"Design, User Experience, and Usability. User Experience Design for Diverse Interaction Platforms and Environments",,,,10.1007/978-3-319-07626-3_23,Mikko HeiskalaEero PalomäkiMatti VartiainenKai HakkarainenHanni Muukkonen,2014,http://link.springer.com/chapter/10.1007/978-3-319-07626-3_23,Chapter,"mobile sensing ,mobile data collection ,mobile knowledge work ,context-awareness ,smartphone-based research "
772,From User Requirements to Data: An XML Standard for Structuring Events in Monitored Environments,Inclusive Smart Cities and e-Health,,,,10.1007/978-3-319-19312-0_10,Rebekah HunterMark DonnellyDewar FinlayGeorge Moore,2015,http://link.springer.com/chapter/10.1007/978-3-319-19312-0_10,Chapter,"Data collection ,Data modeling ,xml ,Monitored environments ,Children with autism "
773,Evolution of RFID Applications in Construction: A Literature Review,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_32,Enrique ValeroAntonio AdanCarlos Cerrada,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_32,Chapter,"RFID ,construction ,smart technologies ,building "
774,A Cloud-Based Mobile System for Improving Vital Signs Monitoring During Hospital Transfers,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_44,Andrés NeyemGuillermo ValenzuelaNicolas RissoJuan S. Rojas-RiethmullerJosé I. BenedettoMarie J. Carrillo,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_44,Chapter,"Cloud-based mobile system ,Mobile cloud computing ,Rapid emergency medicine score ,Cloud workspaces ,Design guideline "
775,The Design Process Continues,Entertainment Computing - ICEC 2015,,,,10.1007/978-3-319-24589-8_24,Rikard Lindell,2015,http://link.springer.com/chapter/10.1007/978-3-319-24589-8_24,Chapter,"Experience Design ,Interaction Design ,Music ,Creativity ,Craft ,Artisanship ,Material ,Materiality "
776,Analyzing Human-Avatar Interaction with Neurotypical and not Neurotypical Users,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_54,Esperanza JohnsonCarlos Gutiérrez López de la FrancaRamón HervásTania MondéjarJosé Bravo,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_54,Chapter,"Affective computing ,Affective avatar ,Human-avatar interaction ,Social communication disorder ,Cognitive disabilities ,Empathy "
777,End-User Service Distribution for Efficient Inter-Domain Execution,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_77,Ramon AlcarriaDiego MartínTomás RoblesAlvaro Sánchez-Picot,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_77,Chapter,"service distribution ,cost model ,process model transformation ,SPQR-tree decomposition "
778,Reality Mining: Digging the Impact of Friendship and Location on Crowd Behavior,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_12,Yuanfang ChenAntonio M. OrtizNoel CrespiLei ShuLin Lv,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_12,Chapter,"Crowd behavior ,Mobile devices ,Wearable computing ,Complex social networks "
779,A Novel Software Architecture for Multimodal Transport Semantic Information Provision Adapted to the User Context,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_7,Asier MorenoAsier PerallosDiego López de IpiñaEnrique OnievaItziar Salaberria,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_7,Chapter,"Intelligent Transportation Systems ,Multimodal Transport Information ,Semantic Middleware ,Linked Open Data ,Context-aware Computing "
780,Context Information Based FOREX Services,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-319-73423-1_8,P. V. Pushpa,2018,http://link.springer.com/chapter/10.1007/978-3-319-73423-1_8,Chapter,"Forex ,Context ,Customer ,Trader ,Belief ,Service ,Transaction "
781,Design of a System for Early Detection and Treatment of Depression in Elderly Case Study,Pervasive Computing Paradigms for Mental Health,,,,10.1007/978-3-319-11564-1_12,Edwing AlmeidaMarco FerruzcaMaría del Pilar Morales Tlapanco,2014,http://link.springer.com/chapter/10.1007/978-3-319-11564-1_12,Chapter,"Component ,Internet of things ,Elderly ,Depression ,Detection ,Pattern recognition "
782,Distributed Power Management System with Dynamic Load Management Based on Multi-agent System for Smart Grid,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_58,Rafael Jesús Valdivieso-SarabiaFrancisco Javier Ferrández-PastorJuan Manuel García-ChamizoMario Nieto-Hidalgo,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_58,Chapter,"power management ,multi-agent system ,simulation ,smart grid "
783,Big Security for Big Data: Addressing Security Challenges for the Big Data Infrastructure,Secure Data Management,,,,10.1007/978-3-319-06811-4_13,Yuri DemchenkoCanh NgoCees de LaatPeter MembreyDaniil Gordijenko,2014,http://link.springer.com/chapter/10.1007/978-3-319-06811-4_13,Chapter,"Big Data security ,Federated Access and Delivery Infrastructure (FADI) ,Trusted virtualised environment ,Cloud infrastructure services "
784,Models as a Starting Point of Software Development for Smart Environments,"Distributed, Ambient, and Pervasive Interactions",,,,10.1007/978-3-319-07788-8_2,Peter ForbrigMichael ZakiGregor Buchholz,2014,http://link.springer.com/chapter/10.1007/978-3-319-07788-8_2,Chapter,"Smart Environment ,model-based design ,evaluation ,prototyping "
785,Cultural Issues in HCI: Challenges and Opportunities,Human-Computer Interaction: Design and Evaluation,,,,10.1007/978-3-319-20901-2_6,Luciana SalgadoRoberto PereiraIsabela Gasparini,2015,http://link.springer.com/chapter/10.1007/978-3-319-20901-2_6,Chapter,"HCI and culture ,Cultural aspects of HCI ,Research challenges in HCI "
786,PO-SAAC: A Purpose-Oriented Situation-Aware Access Control Framework for Software Services,Advanced Information Systems Engineering,,,,10.1007/978-3-319-07881-6_5,A. S. M. KayesJun HanAlan Colman,2014,http://link.springer.com/chapter/10.1007/978-3-319-07881-6_5,Chapter,"Situation-aware access control ,Context information ,Purpose ,Situation reasoning ,Access control policy "
787,Multidimensional Context Awareness in Mobile Devices,MultiMedia Modeling,,,,10.1007/978-3-319-14442-9_4,Zhuo WeiRobert H. DengJialie ShenJixiang ZhuKun OuyangYongdong Wu,2015,http://link.springer.com/chapter/10.1007/978-3-319-14442-9_4,Chapter,"Mobile security ,context awareness ,access control "
788,Highly Distributable Associative Memory Based Computational Framework for Parallel Data Processing in Cloud,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_6,Amir Hossein BasiratAsad I. KhanBalasubramaniam Srinivasan,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_6,Chapter,"Associative memory ,Neural networks ,Big data ,MapReduce ,Graph Neuron "
789,Smart Wristband: Touch-and-Motion–Tracking Wearable 3D Input Device for Smart Glasses,"Distributed, Ambient, and Pervasive Interactions",,,,10.1007/978-3-319-07788-8_11,Jooyeun HamJonggi HongYoungkyoon JangSeung Hwan KoWoontack Woo,2014,http://link.springer.com/chapter/10.1007/978-3-319-07788-8_11,Chapter,"Distributed ,Ambient and pervasive interactions ,Interactive matter and physical computing ,Wearable computing ,Input Device ,Smart device ,Smart glasses ,Head-mounted display ,touch-aware ,motion-aware ,multimodal/ multisensory interaction ,Symmetric interaction in real and virtual worlds "
790,Hybrid Energy Efficient and QoS Aware Algorithm to Prolong IoT Network Lifetime,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-030-20615-4_6,N. N. SrinidhiJyothi LakshmiS. M. Dilip Kumar,2019,http://link.springer.com/chapter/10.1007/978-3-030-20615-4_6,Chapter,"Energy efficiency ,IoT ,Network lifetime ,QoS "
791,Echo State Network for 3D Motion Pattern Indexing: A Case Study on Tennis Forehands,Image and Video Technology,,,,10.1007/978-3-319-29451-3_24,Boris Bačić,2016,http://link.springer.com/chapter/10.1007/978-3-319-29451-3_24,Chapter,"Computational intelligence (CI) ,Sport and rehabilitation ,Biomechanics ,Augmented coaching systems (ACS) ,Reservoir computing (RC) ,Spiking neural network (SNN) "
792,Usability Requirements for Complex Cyber-Physical Systems in a Totally Networked World,Collaborative Systems for Smart Networked Environments,,,,10.1007/978-3-662-44745-1_25,Bernhard KölmelRebecca BulanderUwe DittmannAlfred SchätterGünther Würtz,2014,http://link.springer.com/chapter/10.1007/978-3-662-44745-1_25,Chapter,"Cyber-physical systems ,Usability ,a best practice process model "
793,CanIHelp: A Platform for Inclusive Collaboration,Universal Access in Human-Computer Interaction. Access to Interaction,,,,10.1007/978-3-319-20681-3_45,Hugo ParedesHugo FernandesAndré SousaRenata FortesFernando KochVitor FilipeJoão Barroso,2015,http://link.springer.com/chapter/10.1007/978-3-319-20681-3_45,Chapter,"Accessibility ,Collaboration ,Inclusion ,Interaction ,Blind ,Elderly ,Mobile technologies ,Wearable computing ,Smart environments ,Ambient assisted living "
794,"On Feelings of Comfort, Motivation and Joy that GUI and TUI Evoke","Design, User Experience, and Usability. User Experience Design Practice",,,,10.1007/978-3-319-07638-6_27,Julián Esteban Gutiérrez PosadaElaine C. S. HayashiM. Cecília C. Baranauskas,2014,http://link.springer.com/chapter/10.1007/978-3-319-07638-6_27,Chapter,"Feeling ,Comfort ,Motivation ,Joy ,TUI ,GUI ,Kodu ,Scratch "
795,Heuristic Evaluation for Serious Immersive Games and M-instruction,Learning and Collaboration Technologies,,,,10.1007/978-3-319-39483-1_29,Neil GordonMike BrayshawTareq Aljaber,2016,http://link.springer.com/chapter/10.1007/978-3-319-39483-1_29,Chapter,"Heuristic evaluation ,Serious games ,M-instruction ,M-learning "
796,H-Verifier: Verifying Confidential System State with Delegated Sandboxes,Science of Cyber Security,,,,10.1007/978-3-030-03026-1_9,Anyi LiuGuangzhi Qu,2018,http://link.springer.com/chapter/10.1007/978-3-030-03026-1_9,Chapter,"Homomorphic encryption ,Finite-state automaton ,Sandbox "
797,One Click Cloud Orchestrator: Bringing Complex Applications Effortlessly to the Clouds,Euro-Par 2014: Parallel Processing Workshops,,,,10.1007/978-3-319-14313-2_4,Gabor KecskemetiMark GergelyÁdám VisegrádiZsolt NemethJozsef KovacsPéter Kacsuk,2014,http://link.springer.com/chapter/10.1007/978-3-319-14313-2_4,Chapter,"Virtual Machine ,Node Type ,Desktop Grid ,Error Resilience ,Science Gateway "
798,High Capacity Trucks Serving as Mobile Depots for Waste Collection in IoT-Enabled Smart Cities,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,10.1007/978-3-319-23126-6_8,Theodoros AnagnostopoulosArkady ZaslavskyStefanos GeorgiouSergey Khoruzhnikov,2015,http://link.springer.com/chapter/10.1007/978-3-319-23126-6_8,Chapter,"Smart cities ,Internet of things ,Waste collection ,Dynamic models ,Mobile depots "
799,A Density-Aware Similarity Join Query Processing Algorithm on MapReduce,Advanced Multimedia and Ubiquitous Engineering,,,,10.1007/978-981-10-1536-6_61,Miyoung JangYoungho SongJae-Woo Chang,2016,http://link.springer.com/chapter/10.1007/978-981-10-1536-6_61,Chapter,"Cloud computing ,Bigdata analysis ,Similarity join ,MapReduce ,Grid-based partitioning "
800,Flying Real-Time Network for Disaster Assistance,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-67585-5_58,Rodrigo M. SantosJavier OrozcoDaniel MosseVinicius PetrucciSergio F. OchoaRoc Meseguer,2017,http://link.springer.com/chapter/10.1007/978-3-319-67585-5_58,Chapter,"UAVs ,FANET ,Real-time ,Schedulability ,Disaster management "
801,Exploring Smart-Car Space in Urban India,"Cross-Cultural Design Applications in Mobile Interaction, Education, Health, Transport and Cultural Heritage",,,,10.1007/978-3-319-20934-0_16,Sarita SeshagiriAditya Ponnada,2015,http://link.springer.com/chapter/10.1007/978-3-319-20934-0_16,Chapter,"Ubiquitous computing ,Smart-cars ,Qualitative research "
802,Trust-Based IoT Participatory Sensing for Hazard Detection and Response,Service-Oriented Computing – ICSOC 2016 Workshops,,,,10.1007/978-3-319-68136-8_7,Jia GuoIng-Ray ChenJeffrey J. P. TsaiHamid Al-Hamadi,2017,http://link.springer.com/chapter/10.1007/978-3-319-68136-8_7,Chapter,"Internet of Things ,Trust ,Participatory sensing ,Cloud computing "
803,Support Vector Machines for Inferring Distracted Behavior of Drivers Wearing Smart Glasses,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48799-1_28,Antonio OrdoricaMarcela D. RodríguezLuis A. CastroJessica Beltran,2016,http://link.springer.com/chapter/10.1007/978-3-319-48799-1_28,Chapter,"Driving distraction ,Support vector machines ,Smart glasses "
804,Proving Sufficient Completeness of Constructor-Based Algebraic Specifications,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_3,Masaki NakamuraDaniel GainaKazuhiro OgataKokichi Futatsugi,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_3,Chapter,"Algebraic specification ,CafeOBJ ,Constructor-based specification ,Sufficient completeness ,Parameterized specification ,Term rewriting "
805,A Context-Based Model for Validating the Ability of Cyber Systems to Defend Against Attacks,Ubiquitous Networking,,,,10.1007/978-3-030-02849-7_27,Yosra LakhdharSlim RekhisNoureddine Boudriga,2018,http://link.springer.com/chapter/10.1007/978-3-030-02849-7_27,Chapter,"Cyber defense ,Contextual attack execution ,Distributed monitoring system "
806,Immersive Dissection Simulator Using Multiple Volume Rendering,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_9,Koojoo KwonDong-Su KangByeong-Seok Shin,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_9,Chapter,"Virtual dissection ,Gesture recognition ,Volume rendering ,Visible korean "
807,Choreography Retrieval from the Korean POP Dance Motion Capture Database with Low-Cost Depth Cameras,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_113,Dohyung KimMinsu JangYoungwoo YoonJaehong Kim,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_113,Chapter,"Choreography retrieval ,Korean pop dance ,Motion capture ,Depth camera ,Dynamic Time Warping "
808,Variational Bayesian Inference for Multinomial Dirichlet Gaussian Process Classification Model,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_117,Wanhyun ChoSoonja KangSangkyoon KimSoonyoung Park,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_117,Chapter,"Multinomial dirichlet gaussian process classification model ,Variational bayesian inference ,Approximate posterior distribution ,Important sampling method ,Iris dataset "
809,Big Data and HPC Convergence: The Cutting Edge and Outlook,"Smart Societies, Infrastructure, Technologies and Applications",,,,10.1007/978-3-319-94180-6_4,Sardar UsmanRashid MehmoodIyad Katib,2018,http://link.springer.com/chapter/10.1007/978-3-319-94180-6_4,Chapter,"HPC ,Big data ,Hadoop ,HPDA ,Design patterns ,IoT ,Smart cities ,Cognitive computing "
810,A Novel Solution for Cloud Enabled E-Governance Using Openstack: Opportunities and Challenges,"Communication, Networks and Computing",,,,10.1007/978-981-13-2372-0_3,Bhushan JadhavArchana B. Patankar,2019,http://link.springer.com/chapter/10.1007/978-981-13-2372-0_3,Chapter,"E-governance ,Cloud computing ,Openstack ,Datacenter "
811,A Secure Cloud-Based IDPS Using Cryptographic Traces and Revocation Protocol,"Codes, Cryptology and Information Security",,,,10.1007/978-3-319-55589-8_24,Hind IdrissiMohammed EnnahbaouiSaid El HajjiEl Mamoun Souidi,2017,http://link.springer.com/chapter/10.1007/978-3-319-55589-8_24,Chapter,"Cloud computing ,IDPS ,Mobile agent ,Cryptographic traces ,Revocation protocol "
812,PASCAL: A Parallel Algorithmic SCALable Framework for N-body Problems,Euro-Par 2017: Parallel Processing,,,,10.1007/978-3-319-64203-1_35,Laleh Aghababaie BeniAparna Chandramowlishwaran,2017,http://link.springer.com/chapter/10.1007/978-3-319-64203-1_35,Chapter,"N-body problems ,kd-trees ,Multi-core parallelization "
813,An Novel Web Service Clustering Approach for Linked Social Service,Frontier Computing,,,,10.1007/978-981-10-0539-8_58,Wuhui ChenBanage T. G. S. KumaraTakazumi TanakaIncheon PaikZhenni Li,2016,http://link.springer.com/chapter/10.1007/978-981-10-0539-8_58,Chapter,
814,Making Computer and Normative Codes Converge: A Sociotechnical Approach to Smart Cities,Internet Science,,,,10.1007/978-3-319-45982-0_23,Elena PavanMario Diani,2016,http://link.springer.com/chapter/10.1007/978-3-319-45982-0_23,Chapter,"Smart cities ,Sociotechnical systems ,Frames ,Online issue networks "
815,Multi-tenancy Aware Ambient Assisted Living Platforms in the Cloud,Ambient Intelligence,,,,10.1007/978-3-319-14112-1_7,Carsten StocklöwAlejandro M. Medrano GilAlvaro Fides ValeroMichele GirolamiStefano Lenzi,2014,http://link.springer.com/chapter/10.1007/978-3-319-14112-1_7,Chapter,"AAL Platform ,Cloud Computing ,Smart Environments "
816,"An Implementation of a Unified Security, Trust and Privacy (STP) Framework for Future Integrated RFID System",Future Data and Security Engineering,,,,10.1007/978-3-319-12778-1_10,Mohd Faizal MubarakJamalul-Lail Ab MananSaadiah Yahya,2014,http://link.springer.com/chapter/10.1007/978-3-319-12778-1_10,Chapter,"Secret Data ,Near Field Communication ,Trust Platform Module ,Elliptic Curve Cryptography ,Malicious Code "
817,Cloud Security Auditing: Major Approaches and Existing Challenges,Foundations and Practice of Security,,,,10.1007/978-3-030-18419-3_5,Suryadipta MajumdarTaous MadiYosr JarrayaMakan PourzandiLingyu WangMourad Debbabi,2019,http://link.springer.com/chapter/10.1007/978-3-030-18419-3_5,Chapter,"Security auditing ,Cloud security ,Auditing challenges ,Survey "
818,BlowBrush: A Design of Tangible Painting System Using Blowing Action,"Distributed, Ambient, and Pervasive Interactions",,,,10.1007/978-3-319-07788-8_18,Yang Ting ShenPei Wen Lu,2014,http://link.springer.com/chapter/10.1007/978-3-319-07788-8_18,Chapter,"Tangible User interface ,Embodied Facilitation ,Affordance ,RFID "
819,IoT Architectural Styles,Software Architecture,,,,10.1007/978-3-030-00761-4_5,Henry MucciniMahyar Tourchi Moghaddam,2018,http://link.springer.com/chapter/10.1007/978-3-030-00761-4_5,Chapter,"IoT ,Software architecture ,Styles ,Patterns ,Systematic mapping study "
