Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Systematic Mapping Study of Architectural Trends in Latin America","Technology Trends","","","","10.1007/978-3-030-05532-5_23","Diana AlomotoAndrés CarreraGustavo Navas","2019","http://link.springer.com/chapter/10.1007/978-3-030-05532-5_23","Chapter"
"Exploring the Referral and Usage of Science Fiction in HCI Literature","Design, User Experience, and Usability: Designing Interactions","","","","10.1007/978-3-319-91803-7_2","Philipp JordanOmar MubinMohammad ObaidPaula Alexandra Silva","2018","http://link.springer.com/chapter/10.1007/978-3-319-91803-7_2","Chapter"
"Multi-sensor Based Gestures Recognition with a Smart Finger Ring","Human-Computer Interaction. Advanced Interaction Modalities and Techniques","","","","10.1007/978-3-319-07230-2_31","Mehran RoshandelAarti MunjalPeyman MoghadamShahin TajikHamed Ketabdar","2014","http://link.springer.com/chapter/10.1007/978-3-319-07230-2_31","Chapter"
"Towards a Middleware for Context-Aware Health Monitoring","Advances in Social Computing and Multiagent Systems","","","","10.1007/978-3-319-24804-2_2","Eduardo A. OliveiraFernando KochMichael KirleyCarlos Victor G. dos Passos Barros","2015","http://link.springer.com/chapter/10.1007/978-3-319-24804-2_2","Chapter"
"The European Strategy in Research Infrastructures and Open Science Cloud","Data Analytics and Management in Data Intensive Domains","","","","10.1007/978-3-319-57135-5_15","Konstantinos M. GiannoutakisDimitrios Tzovaras","2017","http://link.springer.com/chapter/10.1007/978-3-319-57135-5_15","Chapter"
"Affective Learning: Principles, Technologies, Practice","Brain Function Assessment in Learning","","","","10.1007/978-3-319-67615-9_1","Panagiotis D. Bamidis","2017","http://link.springer.com/chapter/10.1007/978-3-319-67615-9_1","Chapter"
"Mobile Application Development: How to Estimate the Effort?","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09156-3_5","Laudson Silva de SouzaGibeon Soares de Aquino","2014","http://link.springer.com/chapter/10.1007/978-3-319-09156-3_5","Chapter"
"Advances in Internet of Things (IoT) in Manufacturing","Advances in Production Management Systems. The Path to Intelligent, Collaborative and Sustainable Manufacturing","","","","10.1007/978-3-319-66923-6_13","Rakshith BadarinathVittaldas V. Prabhu","2017","http://link.springer.com/chapter/10.1007/978-3-319-66923-6_13","Chapter"
"Agent Environments for Multi-agent Systems – A Research Roadmap","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_1","Danny WeynsFabien Michel","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_1","Chapter"
"Vision Based Gait Analysis for Frontal View Gait Sequences Using RGB Camera","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_3","Mario Nieto-HidalgoFrancisco Javier Ferrández-PastorRafael J. Valdivieso-SarabiaJerónimo Mora-PascualJuan Manuel García-Chamizo","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_3","Chapter"
"Insider Detection by Analyzing Process Behaviors of File Access","Advances in Parallel and Distributed Computing and Ubiquitous Services","","","","10.1007/978-981-10-0068-3_28","Xiaobin WangYongjun WangQiang LiuYonglin SunPeidai Xie","2016","http://link.springer.com/chapter/10.1007/978-981-10-0068-3_28","Chapter"
"On-line Context Aware Physical Activity Recognition from the Accelerometer and Audio Sensors of Smartphones","Ambient Intelligence","","","","10.1007/978-3-319-14112-1_17","David BlachonDoruk CoşkunFrançois Portet","2014","http://link.springer.com/chapter/10.1007/978-3-319-14112-1_17","Chapter"
"Early Detection of Hypoglycemia Events Based on Biometric Sensors Prototyped on FPGAs","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_14","Soledad EscolarManuel J. AbaldeaJulio D. DondoFernando RincónJuan Carlos López","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_14","Chapter"
"An Untraceable Identity-Based Blind Signature Scheme without Pairing for E-Cash Payment System","Ubiquitous Communications and Network Computing","","","","10.1007/978-3-319-73423-1_7","Mahender KumarC. P. KattiP. C. Saxena","2018","http://link.springer.com/chapter/10.1007/978-3-319-73423-1_7","Chapter"
"Learning Multi-faceted Activities from Heterogeneous Data with the Product Space Hierarchical Dirichlet Processes","Trends and Applications in Knowledge Discovery and Data Mining","","","","10.1007/978-3-319-42996-0_11","Thanh-Binh NguyenVu NguyenSvetha VenkateshDinh Phung","2016","http://link.springer.com/chapter/10.1007/978-3-319-42996-0_11","Chapter"
"Multiple Service Robot Synchronization and Control with Surveillance System Assistance for Confined Indoor Area Applications","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_102","Doug KimSangjin HongNammee Moon","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_102","Chapter"
"HMM Based Duration Control for Singing TTS","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_20","Najeeb Ullah KhanJung Chul Lee","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_20","Chapter"
"2D Barcode Localization Using Multiple Features Mixture Model","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_96","Myeongsuk PakSanghoon Kim","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_96","Chapter"
"A Proposal for Long-Term Gait Monitoring in Assisted Living Environments Based on an Inertial Sensor Infrastructure","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_31","Iván GonzálezJesús FontechaRamón HervásMercedes NaranjoJosé Bravo","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_31","Chapter"
"SenseX: Design and Deployment of a Pervasive Wellness Monitoring Platform for Workplaces","Service-Oriented Computing","","","","10.1007/978-3-662-48616-0_30","Rakshit WadhwaAmandeep ChughAbhishek KumarMridula SinghKuldeep YadavSharanya EswaranTridib Mukherjee","2015","http://link.springer.com/chapter/10.1007/978-3-662-48616-0_30","Chapter"
"Tailoring Activity Recognition to Provide Cues that Trigger Autobiographical Memory of Elderly People","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_63","Lorena ArcegaJaime FontCarlos Cetina","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_63","Chapter"
"Monitoring Physical Activities Using Smartphones","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_64","Pablo RomoSergio F. OchoaNelson BaloianIgnacio CasasJosé Bravo","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_64","Chapter"
"Feasibility and Reliability of a Mobile Application for Assessing Unilateral Neglect","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_46","Hyun LeeHyeon-Gi LeeJiheon Hong","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_46","Chapter"
"Grid Connected Photovoltaic System Using Inverter","Advances in Parallel and Distributed Computing and Ubiquitous Services","","","","10.1007/978-981-10-0068-3_21","HyunJong KimMoon-Taek ChoKab-Soo Kim","2016","http://link.springer.com/chapter/10.1007/978-981-10-0068-3_21","Chapter"
"A Simple Fatigue Condition Detection Method by using Heart Rate Variability Analysis","Advances in Parallel and Distributed Computing and Ubiquitous Services","","","","10.1007/978-981-10-0068-3_27","U.-Seok ChoiKyoung-Ju KimSang-Seo LeeKyoung-Sup KimJuntae Kim","2016","http://link.springer.com/chapter/10.1007/978-981-10-0068-3_27","Chapter"
"Inter-activity Behaviour Modelling Using Long Short-Term Memory Networks","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_41","Aitor AlmeidaGorka Azkune","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_41","Chapter"
"Secure System Communication to Emergencies for Victims Management Through Identity Based Signcryption Scheme","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_10","Alexandra Rivero-GarcíaCandelaria Hernández-GoyaIván Santos-GonzálezPino Caballero-Gil","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_10","Chapter"
"Fair-Trust Evaluation Approach (F-TEA) for Cloud Environment","Security in Computing and Communications","","","","10.1007/978-3-662-44966-0_8","Kandaswamy GokulnathV. Rhymend Uthariaraj","2014","http://link.springer.com/chapter/10.1007/978-3-662-44966-0_8","Chapter"
"Performance Analysis and Modeling of Central Navigation Cloud","Internet of Vehicles. Technologies and Services for Smart Cities","","","","10.1007/978-3-319-72329-7_6","Zhiqiang LiYanheng LiuJian WangPeng Zhou","2017","http://link.springer.com/chapter/10.1007/978-3-319-72329-7_6","Chapter"
"Operational-Behavior Auditing in Cloud Storage","Cloud Computing, Security, Privacy in New Computing Environments","","","","10.1007/978-3-319-69605-8_15","Zhaoyi ChenHui TianJing LuYiqiao CaiTian WangYonghong Chen","2018","http://link.springer.com/chapter/10.1007/978-3-319-69605-8_15","Chapter"
"CloudIDEA: A Malware Defense Architecture for Cloud Data Centers","On the Move to Meaningful Internet Systems: OTM 2015 Conferences","","","","10.1007/978-3-319-26148-5_40","Andreas FischerThomas KittelBojan KolosnjajiTamas K. LengyelWaseem MandarawiHermann de MeerTilo MüllerMykola ProtsenkoHans P. ReiserBenjamin TaubmannEva Weishäupl","2015","http://link.springer.com/chapter/10.1007/978-3-319-26148-5_40","Chapter"
"Constructing Virtual Private Supercomputer Using Virtualization and Cloud Technologies","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09153-2_26","Ivan GankevichVladimir KorkhovSerob BalyanVladimir GaiduchokDmitry GushchanskiyYuri TipikinAlexander DegtyarevAlexander Bogdanov","2014","http://link.springer.com/chapter/10.1007/978-3-319-09153-2_26","Chapter"
"Solving Extended Ideal Membership Problems in Rings of Convergent Power Series via Gröbner Bases","Mathematical Aspects of Computer and Information Sciences","","","","10.1007/978-3-319-32859-1_22","Katsusuke NabeshimaShinichi Tajima","2016","http://link.springer.com/chapter/10.1007/978-3-319-32859-1_22","Chapter"
"Reliable and Scalable Architecture for Internet of Things for Sensors Using Soft-Core Processor","Internet of Things, Smart Spaces, and Next Generation Networks and Systems","","","","10.1007/978-3-319-23126-6_33","U. V. RaneV. R. GadR. S. GadG. M. Naik","2015","http://link.springer.com/chapter/10.1007/978-3-319-23126-6_33","Chapter"
"Power Consumption Characterization of Synthetic Benchmarks in Multicores","High Performance Computing","","","","10.1007/978-3-319-73353-1_2","Jonathan MurañaSergio NesmachnowSantiago IturriagaAndrei Tchernykh","2018","http://link.springer.com/chapter/10.1007/978-3-319-73353-1_2","Chapter"
"A Comprehensive Crowd-Sourcing Approach to Urban Flood Management","Ubiquitous Communications and Network Computing","","","","10.1007/978-3-319-73423-1_2","Ramesh GunthaSethuraman RaoMaik BenndorfThomas Haenselmann","2018","http://link.springer.com/chapter/10.1007/978-3-319-73423-1_2","Chapter"
"The Simpler the Better: How the User-Inspired Innovation Process (UIIP) Improved the Development of RelaxedCare – the Entirely New Way of Communicating and Caring","Design, User Experience, and Usability: Technological Contexts","","","","10.1007/978-3-319-40406-6_37","Martin MorandellSandra DittenbergerAndrea KoscherEmanuel SandnerMirsolav Sili","2016","http://link.springer.com/chapter/10.1007/978-3-319-40406-6_37","Chapter"
"An Un-tethered Mobile Shopping Experience","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_32","Venkatraman RamakrishnaSaurabh SrivastavaJerome WhiteNitendra RajputKundan ShrivastavaSourav BhattacharyaYetesh Chaudhary","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_32","Chapter"
"Evaluating the User Experience: A Study on Children’s Interaction with Socio-enactive Artifacts in a Hospital Context","Design, User Experience, and Usability. Design Philosophy and Theory","","","","10.1007/978-3-030-23570-3_30","Camilla V. L. T. BrennandCelso A. R. L. BrennandVanessa R. M. L. MaikeJosé Vanderlei da SilvaM. Cecília C. Baranauskas","2019","http://link.springer.com/chapter/10.1007/978-3-030-23570-3_30","Chapter"
"Your Privacy Is in Your Hand: Interactive Visual Privacy Control with Tags and Gestures","Communication Systems and Networks","","","","10.1007/978-3-319-67235-9_3","Jiayu ShuRui ZhengPan Hui","2017","http://link.springer.com/chapter/10.1007/978-3-319-67235-9_3","Chapter"
"Low-Cost Service to Predict and Manage Indoor Parking Spaces","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_22","Cándido Caballero-GilJezabel Molina-GilPino Caballero-Gil","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_22","Chapter"
"A Review of Student Attendance System Using Near-Field Communication (NFC) Technology","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21410-8_56","Mohd Ameer Hakim bin Mohd NasirMuhammad Hazimuddin bin AsmuniNorsaremah SallehSanjay Misra","2015","http://link.springer.com/chapter/10.1007/978-3-319-21410-8_56","Chapter"
"“Connected Car”-Based Customised On-Demand Tours: The Concept and Underlying Technologies","Internet of Things, Smart Spaces, and Next Generation Networks and Systems","","","","10.1007/978-3-319-46301-8_11","Alexander SmirnovNikolay ShilovOleg Gusikhin","2016","http://link.springer.com/chapter/10.1007/978-3-319-46301-8_11","Chapter"
"Preface of CLIoT","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-14886-1_8","Maria FazioNik BessisMassimo Villari","2015","http://link.springer.com/chapter/10.1007/978-3-319-14886-1_8","Chapter"
"Computation and Growth of Road Network Dimensions","Computing and Combinatorics","","","","10.1007/978-3-319-94776-1_20","Johannes BlumSabine Storandt","2018","http://link.springer.com/chapter/10.1007/978-3-319-94776-1_20","Chapter"
"Exploring Constructions of Compact NIZKs from Various Assumptions","Advances in Cryptology – CRYPTO 2019","","","","10.1007/978-3-030-26954-8_21","Shuichi KatsumataRyo NishimakiShota YamadaTakashi Yamakawa","2019","http://link.springer.com/chapter/10.1007/978-3-030-26954-8_21","Chapter"
"Sequentially Composable Rational Proofs","Decision and Game Theory for Security","","","","10.1007/978-3-319-25594-1_15","Matteo CampanelliRosario Gennaro","2015","http://link.springer.com/chapter/10.1007/978-3-319-25594-1_15","Chapter"
"A Verifiable Secret Sharing Approach for Secure MultiCloud Storage","Ubiquitous Networking","","","","10.1007/978-3-319-68179-5_20","Kamal BenzekkiAbdeslam El FergouguiAbdelbaki Elbelrhiti Elalaoui","2017","http://link.springer.com/chapter/10.1007/978-3-319-68179-5_20","Chapter"
"Human Activity Recognition Prediction for Crowd Disaster Mitigation","Intelligent Information and Database Systems","","","","10.1007/978-3-319-15702-3_20","Fatai Idowu SadiqAli SelamatRoliana Ibrahim","2015","http://link.springer.com/chapter/10.1007/978-3-319-15702-3_20","Chapter"
"Human Activity Recognition Using Radial Basis Function Neural Network Trained via a Minimization of Localized Generalization Error","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_50","Shuai ZhangWing W. Y. NgJianjun ZhangChris D. Nugent","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_50","Chapter"
"‘MobAware’-Harnessing Context Awareness, Sensors and Cloud for Spontaneous Personal Safety Emergency Help Requests","Ubiquitous Communications and Network Computing","","","","10.1007/978-3-319-73423-1_1","V. G. SujadeviAravind AshokShivsubramani KrishnamoorthyP. PrabaharanPrem ShankarMani BharatarajuSai KeertiD. Khyati","2018","http://link.springer.com/chapter/10.1007/978-3-319-73423-1_1","Chapter"
"A General Weighted Multi-scale Method for Improving LBP for Face Recognition","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_84","Xin WeiHui WangGongde GuoHuan Wan","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_84","Chapter"
"A Neural Joint Model for Extracting Bacteria and Their Locations","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-319-57529-2_2","Fei LiMeishan ZhangGuohong FuDonghong Ji","2017","http://link.springer.com/chapter/10.1007/978-3-319-57529-2_2","Chapter"
"Leveraging the Usage of Sensors and the Social Web: Towards Systems for Socially Challenging Situations","Nordic Contributions in IS Research","","","","10.1007/978-3-319-21783-3_4","Salman Qayyum MianHarri Oinas-KukkonenJukka Riekki","2015","http://link.springer.com/chapter/10.1007/978-3-319-21783-3_4","Chapter"
"Red Thread. An NFC Solution for Attracting Students and Engaging Customers","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_31","Irene Luque RuizGonzalo Cerruela GarcíaMiguel Ángel Gómez-Nieto","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_31","Chapter"
"Design and Implementation of Panoramic Vision System Based on MPEG-V","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_125","Jongseol LeeSaim ShinDalwon JangSeong-Dong KimMin-Uk KimKyoungro Yoon","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_125","Chapter"
"Mobility Models-Based Performance Evaluation of the History Based Prediction for Routing Protocol for Infrastructure-Less Opportunistic Networks","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_66","Sanjay K. DhurandherDeepak Kumar SharmaIsaac Woungang","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_66","Chapter"
"Device Dedication in Virtualized Embedded Systems","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_43","SooYoung KimHyunwoo JoeDongwook KangJin-Ah ShinVincent DupreTaeho KimChaedeok Lim","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_43","Chapter"
"Challenges for Migration of Rule-Based Reasoning Engine to a Mobile Platform","Multimedia Communications, Services and Security","","","","10.1007/978-3-319-07569-3_4","Szymon BobekGrzegorz J. NalepaMateusz Ślażyński","2014","http://link.springer.com/chapter/10.1007/978-3-319-07569-3_4","Chapter"
"A Proposal for Using Virtual Worlds for the Integration","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_44","María J. LasalaXavier AlamánMiguel Gea","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_44","Chapter"
"The Advanced Network of Things: A Middleware to Provide Enhanced Performance and Functionality in IoT","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_33","Gabriel UrzaizRamon HervasJesus FontechaJose Bravo","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_33","Chapter"
"Building and Using Home Automation Systems: A Field Study","End-User Development","","","","10.1007/978-3-319-18425-8_9","A. DemeureS. CaffiauE. EliasC. Roux","2015","http://link.springer.com/chapter/10.1007/978-3-319-18425-8_9","Chapter"
"An Android-Based Feed Behavior Monitoring System for Early Disease Detection in Livestock","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_12","Saraswathi SivamaniHonggeun KimMyeongbae LeeChangsun ShinJangwoo ParkYongyun Cho","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_12","Chapter"
"An Integrated WSN and Mobile Robot System for Agriculture and Environment Applications","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_3","Hong ZhouHaixia QiThomas M. BanhaziTobias Low","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_3","Chapter"
"GoodVybesConnect: A Real-Time Haptic Enhanced Tele-Rehabilitation System for Massage Therapy","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_50","Cristina Ramírez-FernándezEloísa García-CansecoAlberto L. MoránOliver PabloffDavid BonillaNirvana GreenVictoria Meza-Kubo","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_50","Chapter"
"RoboCAM: Robot-Based Video Surveillance Application","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_35","Jonay Suárez-ArmasPino Caballero-GilCándido Caballero-Gil","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_35","Chapter"
"The Effect of Information Quality on User Loyalty Towards Smartphone Applications","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_6","Wonjin Jung","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_6","Chapter"
"Probability and Common-Sense: Tandem Towards Robust Robotic Object Recognition in Ambient Assisted Living","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_1","J. R. Ruiz-SarmientoC. GalindoJ. Gonzalez-Jimenez","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_1","Chapter"
"Video Game Script Design for Stability Assessment of Critical Physical Infrastructure Affected by Disasters","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_46","Roberto G. AldunateOriel HerreraMarcos Levano","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_46","Chapter"
"Implementation of Kegel Exercises for Prevention of Urinary Incontinence and Treatment Thereof","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_100","Jea-Hui ChaJong-Wook Jang","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_100","Chapter"
"OCSP Modification for Supporting Anonymity and High-Speed Processing in Vehicle Communication System","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_86","Jaewon LeeBeom-Jin ChoiSeol-Hee SeonEun-Gi Kim","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_86","Chapter"
"Optimization of a Hybrid Renewable Energy System with HOMER","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_14","Olly Roy ChowdhuryHong-geun KimYongyun ChoChangsun ShinJangwoo Park","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_14","Chapter"
"Usability Evaluation of Mobile Passenger Information Systems","Design, User Experience, and Usability. Theories, Methods, and Tools for Designing the User Experience","","","","10.1007/978-3-319-07668-3_22","Shirley Beul-LeusmannChristian SamselMaximilian WiederholdKarl-Heinz KrempelsEva-Maria JakobsMartina Ziefle","2014","http://link.springer.com/chapter/10.1007/978-3-319-07668-3_22","Chapter"
"Design of an Architecture of Communication Oriented to Medical and Sports Applications in IoT","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_41","Freddy FeriaOctavio J. Salcedo ParraBrayan S. Reyes Daza","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_41","Chapter"
"The Effects of Information Quality on Mental Model and Interactivity in a Smartphone Context","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_8","Wonjin Jung","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_8","Chapter"
"A Web Based Cardiovascular Disease Detection System","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_40","Hussam AlshraidehMwaffaq OtoomAseel Al-AraidaHaneen BawanehJosé Bravo","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_40","Chapter"
"A Study on the Defense MITM with Message Authentication in WLAN Environments","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_49","Ji-Hoon HongNam-Uk KimTai-Myoung Chung","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_49","Chapter"
"Design and Implementation of LMS for Sharing Learning Resources in e-Learning","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_53","Dae Hyun LeeYong Kim","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_53","Chapter"
"Motorized Multi-camera Slider for Precise Monitoring of Physical Rehabilitation","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_3","Ramón PanduroMiguel OliverRafael MoralesPascual GonzálezAntonio Fernández-Caballero","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_3","Chapter"
"Proposal for Monitoring the Stress Through the Sensing of Environmental Variables in a Workplace","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_26","Alberto de Ramón-FernándezDaniel Ruiz-FernándezDiego Marcos-JorqueraVirgilio Gilart-IglesiasAntonio Soriano-Payá","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_26","Chapter"
"A Hybrid Prediction Model Integrating FCM Clustering Algorithm with Supervised Learning","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_88","Seokhwan YangJieun ChoiSanghoon BaeMokdong Chung","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_88","Chapter"
"An Automatic Feedback System Based on Confidence Deviations of Prediction and Detection Models for English Phrase Break","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_92","Byeongchang KimGary Geunbae Lee","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_92","Chapter"
"A QoC-Aware Discovery Service for the Internet of Things","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_39","Porfírio GomesEverton CavalcanteThais BatistaChantal TaconetSophie ChabridonDenis ConanFlavia C. DelicatoPaulo F. Pires","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_39","Chapter"
"A Novel Seamless Redundancy Protocol for Ethernet","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_55","Nguyen Xuan TienJong Myung Rhee","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_55","Chapter"
"mk-sense: An Extensible Platform to Conduct Multi-institutional Mobile Sensing Campaigns","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_21","Netzahualcóyotl HernándezBert ArnrichJesús FavelaRemzi GökhanCem ErsoyBurcu DemirayJesús Fontecha","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_21","Chapter"
"Ambient Displays to Assist Caregivers Monitoring the Sleep of People with Dementia","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_5","Carlos A. AlemánJesús Favela","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_5","Chapter"
"Fall Detection Through Thermal Vision Sensing","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_10","Joseph RaffertyJonathan SynnottChris NugentGareth MorrisonElena Tamburini","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_10","Chapter"
"Suitability of a Common ZigBee Radio Module for Interaction and ADL Detection","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_45","Jakob NeuhaeuserTim C. LuethLorenzo T. D’Angelo","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_45","Chapter"
"A Persistent Web Data Architecture with Named Data Networking","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_22","Euihyun Jung","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_22","Chapter"
"Performance Analysis of Format-Preserving Encryption Based on Unbalanced-Feistel Structure","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_61","Keonwoo KimKu-Young Chang","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_61","Chapter"
"Services Collaboration Supported by a B2B Platform in Retail Environment","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_79","Álvaro Sánchez-PicotTomás RoblesRamón AlcarriaDiego Martín","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_79","Chapter"
"Android Application to Monitor Physiological Sensor Signals Simultaneously","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_23","David González-OrtegaFrancisco Javier Díaz-PernasAmine KhadmaouiMario Martínez-ZarzuelaMíriam Antón-Rodríguez","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_23","Chapter"
